frequency;V(OUTBP) (gain);
559758;-26,9933;
561048;-27,0115;
562341;-27,0296;
563638;-27,0477;
564937;-27,0658;
566239;-27,0839;
567545;-27,1019;
568853;-27,12;
570164;-27,138;
571479;-27,1561;
572796;-27,1741;
574116;-27,1921;
575440;-27,2101;
576766;-27,228;
578096;-27,246;
579429;-27,2639;
580764;-27,2819;
582103;-27,2998;
583445;-27,3177;
584790;-27,3356;
586138;-27,3534;
587489;-27,3713;
588844;-27,3892;
590201;-27,407;
591562;-27,4248;
592925;-27,4426;
594292;-27,4604;
595662;-27,4782;
597035;-27,4959;
598412;-27,5137;
599791;-27,5314;
601174;-27,5491;
602560;-27,5668;
603949;-27,5845;
605341;-27,6022;
606736;-27,6199;
608135;-27,6375;
609537;-27,6551;
610942;-27,6727;
612350;-27,6903;
613762;-27,7079;
615177;-27,7255;
616595;-27,7431;
618016;-27,7606;
619441;-27,7781;
620869;-27,7957;
622300;-27,8132;
623735;-27,8306;
625173;-27,8481;
626614;-27,8656;
628058;-27,883;
629506;-27,9004;
630957;-27,9178;
632412;-27,9352;
633870;-27,9526;
635331;-27,97;
636796;-27,9873;
638263;-28,0047;
639735;-28,022;
641210;-28,0393;
642688;-28,0566;
644169;-28,0738;
645654;-28,0911;
647143;-28,1084;
648634;-28,1256;
650130;-28,1428;
651628;-28,16;
653131;-28,1772;
654636;-28,1943;
656145;-28,2115;
657658;-28,2286;
659174;-28,2457;
660693;-28,2629;
662217;-28,2799;
663743;-28,297;
665273;-28,3141;
666807;-28,3311;
668344;-28,3481;
669885;-28,3652;
671429;-28,3821;
672977;-28,3991;
674528;-28,4161;
676083;-28,433;
677642;-28,45;
679204;-28,4669;
680769;-28,4838;
682339;-28,5007;
683912;-28,5175;
685488;-28,5344;
687068;-28,5512;
688652;-28,568;
690240;-28,5848;
691831;-28,6016;
693426;-28,6184;
695024;-28,6351;
696627;-28,6519;
698232;-28,6686;
699842;-28,6853;
701455;-28,702;
703072;-28,7187;
704693;-28,7353;
706318;-28,752;
707946;-28,7686;
709578;-28,7852;
711214;-28,8018;
712853;-28,8183;
714496;-28,8349;
716143;-28,8514;
717794;-28,8679;
719449;-28,8845;
721107;-28,9009;
722770;-28,9174;
724436;-28,9339;
726106;-28,9503;
727780;-28,9667;
729458;-28,9831;
731139;-28,9995;
732825;-29,0159;
734514;-29,0322;
736207;-29,0486;
737904;-29,0649;
739605;-29,0812;
741310;-29,0974;
743019;-29,1137;
744732;-29,13;
746449;-29,1462;
748170;-29,1624;
749894;-29,1786;
751623;-29,1948;
753356;-29,2109;
755092;-29,2271;
756833;-29,2432;
758578;-29,2593;
760326;-29,2754;
762079;-29,2914;
763836;-29,3075;
765597;-29,3235;
767361;-29,3395;
769130;-29,3555;
770903;-29,3715;
772681;-29,3875;
774462;-29,4034;
776247;-29,4194;
778037;-29,4353;
779830;-29,4511;
781628;-29,467;
783430;-29,4829;
785236;-29,4987;
787046;-29,5145;
788860;-29,5303;
790679;-29,5461;
792501;-29,5619;
794328;-29,5776;
796159;-29,5933;
797995;-29,609;
799834;-29,6247;
801678;-29,6404;
803526;-29,656;
805378;-29,6717;
807235;-29,6873;
809096;-29,7029;
810961;-29,7184;
812831;-29,734;
814704;-29,7495;
816582;-29,765;
818465;-29,7805;
820352;-29,796;
822243;-29,8115;
824138;-29,8269;
826038;-29,8423;
827942;-29,8577;
829851;-29,8731;
831764;-29,8885;
833681;-29,9038;
835603;-29,9191;
837529;-29,9344;
839460;-29,9497;
841395;-29,965;
843335;-29,9802;
845279;-29,9955;
847227;-30,0107;
849180;-30,0259;
851138;-30,041;
853100;-30,0562;
855067;-30,0713;
857038;-30,0864;
859014;-30,1015;
860994;-30,1166;
862979;-30,1316;
864968;-30,1466;
866962;-30,1617;
868960;-30,1766;
870964;-30,1916;
872971;-30,2066;
874984;-30,2215;
877001;-30,2364;
879023;-30,2513;
881049;-30,2662;
883080;-30,281;
885116;-30,2958;
887156;-30,3106;
889201;-30,3254;
891251;-30,3402;
893305;-30,3549;
895365;-30,3696;
897429;-30,3844;
899498;-30,399;
901571;-30,4137;
903649;-30,4283;
905733;-30,443;
907821;-30,4576;
909913;-30,4721;
912011;-30,4867;
914113;-30,5012;
916220;-30,5157;
918333;-30,5302;
920450;-30,5447;
922571;-30,5592;
924698;-30,5736;
926830;-30,588;
928966;-30,6024;
931108;-30,6168;
933254;-30,6311;
935406;-30,6454;
937562;-30,6598;
939723;-30,674;
941890;-30,6883;
944061;-30,7025;
946237;-30,7168;
948418;-30,731;
950605;-30,7451;
952796;-30,7593;
954993;-30,7734;
957194;-30,7875;
959401;-30,8016;
961612;-30,8157;
963829;-30,8297;
966051;-30,8438;
968278;-30,8578;
970510;-30,8717;
972747;-30,8857;
974990;-30,8996;
977237;-30,9136;
979490;-30,9275;
981748;-30,9413;
984011;-30,9552;
986279;-30,969;
988553;-30,9828;
990832;-30,9966;
993116;-31,0104;
995405;-31,0241;
997700;-31,0378;
1e+06;-31,0515;
